School Year,Gender Description,School Code,School,School Type Description,Community Code,Community Description,Grade Description,Pediatric Category Description,Student Case Count,Student Enrollment Count,Prevalence,Lower CI,Upper CI,Statistical Significance,Stability,State Student Case Count,State Student Enrollment Count,State Prevalence,State Lower CI,State Upper CI,matched_name
2017-2018,Total,3300305,Weston Middle,Public,333,Weston,Total,Asthma,28,484.0,5.8,3.7,7.9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Weston Middle School
2017-2018,Total,3310030,Westport Elementary,Public,334,Westport,Total,Asthma,79,507.0,15.6,12.2,19,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Westport Elementary School
2017-2018,Total,3310515,Westport Junior/Senior High School,Public,334,Westport,Total,Asthma,47,233.0,20.2,14.4,26,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Ware Junior/Senior High School
2017-2018,Total,3310305,Westport Middle,Public,334,Westport,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Westport Middle-High School
2017-2018,Total,2010515,Whaling City Junior/Senior High School,Public,201,New Bedford,Total,Asthma,NS,22.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Whaling City Junior/Senior High School
2017-2018,Total,3370005,Whately Elementary,Public,337,Whately,Total,Asthma,9,124.0,7.3,2.5,12.1,Not statistically significantly different,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Whately Elementary School
2017-2018,Total,860305,White Brook Middle School,Public,87,Easthampton,Total,Asthma,29,450.0,6.4,4.1,8.7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Glenbrook Middle School
2017-2018,Total,2810190,White Street,Public,281,Springfield,Total,Asthma,90,456.0,19.7,15.6,23.8,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,White Street School
2017-2018,Total,3040020,Whitin Elementary School,Public,304,Uxbridge,Total,Asthma,54,383.0,14.1,10.3,17.9,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Chittick Elementary School
2017-2018,Total,2140820,Whitinsville Christian,Private,216,Northbridge,Total,Asthma,28,330.0,8.5,5.4,11.6,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Whitinsville Christian School
2017-2018,Total,440100,Whitman,Public,44,Brockton,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Whitman Middle School
2017-2018,Total,7800310,Whitman Middle,Public,338,Whitman,Total,Asthma,59,575.0,10.3,7.7,12.9,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Whitman Middle School
2017-2018,Total,3390850,Wilbraham and Monson Academy,Private,339,Wilbraham,Total,Asthma,9,57.0,15.8,5.5,26.1,Not statistically significantly different,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Wilbraham & Monson Academy
2017-2018,Total,6800310,Wilbraham Middle,Public,339,Wilbraham,Total,Asthma,64,608.0,10.5,7.9,13.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wilbraham Middle School
2017-2018,Total,2730025,Wilbur,Public,273,Somerset,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Willard School
2017-2018,Total,490820,Wild Rose Montessori School,Private,49,Cambridge,Total,Asthma,NS,27.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Wild Rose Montessori School
2017-2018,Total,3420015,Wildwood,Public,342,Wilmington,Total,Asthma,14,151.0,9.3,4.4,14.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Willard School
2017-2018,Total,80050,Wildwood Elementary,Public,8,Amherst,Total,Asthma,45,403.0,11.2,7.9,14.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wildwood Elementary School
2017-2018,Total,670030,Willard,Public,67,Concord,Total,Asthma,41,433.0,9.5,6.6,12.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Willard School
2017-2018,Total,570025,William A Berkowitz Elementary,Public,57,Chelsea,Total,Asthma,60,510.0,11.8,8.8,14.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William A Berkowitz Elementary School
2017-2018,Total,2290027,William A Welch Sr,Public,229,Peabody,Total,Asthma,26,331.0,7.9,4.9,10.9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William A Welch Sr School
2017-2018,Total,950025,William Connell,Public,95,Fall River,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Williams School
2017-2018,Total,2750005,William E Norris,Public,276,Southampton,Total,Asthma,56,476.0,11.8,8.7,14.9,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William E Norris School
2017-2018,Total,350366,William E Russell,Public,35,Boston,Total,Asthma,78,342.0,22.8,17.7,27.9,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William E Norris School
2017-2018,Total,3350025,William E Sheehan,Public,335,Westwood,Total,Asthma,30,318.0,9.4,6,12.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William E Sheehan School
2017-2018,Total,350360,William Ellery Channing,Public,35,Boston,Total,Asthma,19,189.0,10.1,5.6,14.6,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William N. DeBerry School
2017-2018,Total,3080005,William F. Stanley Elementary School,Public,308,Waltham,Total,Asthma,36,391.0,9.2,6.2,12.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William F. Stanley Elementary School
2017-2018,Total,2190020,William G Vinal,Public,219,Norwell,Total,Asthma,47,496.0,9.5,6.8,12.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William G Vinal School
2017-2018,Total,460035,William H Lincoln,Public,46,Brookline,Total,Asthma,68,578.0,11.8,9,14.6,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William H Lincoln School
2017-2018,Total,350258,William H Ohrenberger,Public,35,Boston,Total,Asthma,89,648.0,13.7,10.9,16.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William N. DeBerry School
2017-2018,Total,2010135,William H Taylor,Public,201,New Bedford,Total,Asthma,46,218.0,21.1,15,27.2,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William H Taylor School
2017-2018,Total,350363,William McKinley,Public,35,Boston,Total,Asthma,7,143.0,4.9,1.3,8.5,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Williams School
2017-2018,Total,1990040,William Mitchell,Public,199,Needham,Total,Asthma,51,498.0,10.2,7.4,13,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William Mitchell School
2017-2018,Total,350370,William Monroe Trotter,Public,35,Boston,Total,Asthma,132,472.0,28,23.2,32.8,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Williams Middle School
2017-2018,Total,2810045,William N. DeBerry,Public,281,Springfield,Total,Asthma,62,261.0,23.8,17.9,29.7,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William N. DeBerry School
2017-2018,Total,3460015,William P. Gorman/Fort Banks Elementary,Public,346,Winthrop,Total,Asthma,22,433.0,5.1,3,7.2,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William P. Gorman/Fort Banks Elementary School
2017-2018,Total,140005,William Pittaway Elementary,Public,14,Ashland,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,William Pittaway Elementary School
2017-2018,Total,1630080,William R Fallon,Public,163,Lynn,Total,Asthma,NS,50.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,William R Fallon School
2017-2018,Total,1370030,William R. Peck School,Public,137,Holyoke,Total,Asthma,70,339.0,20.6,15.8,25.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William Seach School
2017-2018,Total,950065,William S Greene,Public,95,Fall River,Total,Asthma,123,702.0,17.5,14.4,20.6,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William S Greene School
2017-2018,Total,3360080,William Seach,Public,336,Weymouth,Total,Asthma,50,318.0,15.7,11.3,20.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Williams School
2017-2018,Total,2070125,Williams,Public,207,Newton,Total,Asthma,20,296.0,6.8,3.8,9.8,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Williams School
2017-2018,Total,2360100,Williams,Public,236,Pittsfield,Total,Asthma,54,319.0,16.9,12.4,21.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Williams School
2017-2018,Total,6250300,Williams Intermediate School,Public,42,Bridgewater,Total,Asthma,26,801.0,3.2,2,4.4,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Williams Intermediate School
2017-2018,Total,1590305,Williams Middle,Public,159,Longmeadow,Total,Asthma,33,330.0,10,6.6,13.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Williams Middle School
2017-2018,Total,6250310,Williams Middle,Public,42,Bridgewater,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Williams Middle School
2017-2018,Total,3410010,Williamstown Elementary,Public,341,Williamstown,Total,Asthma,19,425.0,4.5,2.5,6.5,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Williamstown Elementary School
2017-2018,Total,710045,Willis E Thorpe,Public,71,Danvers,Total,Asthma,14,310.0,4.5,2.1,6.9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Willis E Thorpe School
2017-2018,Total,860820,Williston Northampton,Private,87,Easthampton,Total,Asthma,13,83.0,15.7,7.2,24.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Williston Northampton School
2017-2018,Total,3420330,Wilmington Middle School,Public,342,Wilmington,Total,Asthma,102,836.0,12.2,9.8,14.6,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wilmington Middle School
2017-2018,Total,1980310,Wilson Middle,Public,198,Natick,Total,Asthma,35,945.0,3.7,2.5,4.9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wilson Middle School
2017-2018,Total,3430810,Winchendon,Private,343,Winchendon,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,The Winchendon School
2017-2018,Total,260005,Winn Brook,Public,26,Belmont,Total,Asthma,30,490.0,6.1,3.9,8.3,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Winn Brook School
2017-2018,Total,350374,Winship Elementary,Public,35,Boston,Total,Asthma,8,178.0,4.5,1.4,7.6,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Winship Elementary School
2017-2018,Total,2740120,Winter Hill Community,Public,274,Somerville,Total,Asthma,21,441.0,4.8,2.7,6.9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Winter Hill Community School
2017-2018,Total,1440015,Winthrop,Public,144,Ipswich,Total,Asthma,52,360.0,14.4,10.5,18.3,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Winthrop School
2017-2018,Total,1780050,Winthrop,Public,178,Melrose,Total,Asthma,44,405.0,10.9,7.7,14.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Winthrop School
2017-2018,Total,260305,Winthrop L Chenery Middle,Public,26,Belmont,Total,Asthma,179,1421.0,12.6,10.8,14.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Winthrop Middle School
2017-2018,Total,3460305,Winthrop Middle School,Public,346,Winthrop,Total,Asthma,56,482.0,11.6,8.6,14.6,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Winthrop Middle School
2017-2018,Total,6750015,Winthrop School,Public,119,Hamilton,Total,Asthma,21,261.0,8,4.6,11.4,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Winthrop School
2017-2018,Total,3460505,Winthrop Sr High,Public,346,Winthrop,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Winthrop High School
2017-2018,Total,7670040,Wire Village School,Public,280,Spencer,Total,Asthma,45,425.0,10.6,7.5,13.7,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wire Village School
2017-2018,Total,2580070,Witchcraft Heights,Public,258,Salem,Total,Asthma,67,458.0,14.6,11.1,18.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Witchcraft Heights School
2017-2018,Total,350470,Wm B Rogers Middle,Public,35,Boston,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,John W Rogers Middle School
2017-2018,Total,1550310,Wm Diamond Middle,Public,155,Lexington,Total,Asthma,73,887.0,8.2,6.3,10.1,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William Diamond Middle School
2017-2018,Total,500305,Wm H Galvin Middle,Public,50,Canton,Total,Asthma,120,736.0,16.3,13.4,19.2,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,William H. Galvin Middle School
2017-2018,Total,1310010,Wm L Foster Elementary,Public,131,Hingham,Total,Asthma,49,446.0,11,7.9,14.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wm. L. Foster Elementary School
2017-2018,Total,1630040,Wm P Connery,Public,163,Lynn,Total,Asthma,69,612.0,11.3,8.6,14,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wm. P. Connery Elementary School
2017-2018,Total,3420020,Woburn Street,Public,342,Wilmington,Total,Asthma,39,383.0,10.2,7,13.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Woburn Street School
2017-2018,Total,1590025,Wolf Swamp Road,Public,159,Longmeadow,Total,Asthma,43,351.0,12.3,8.6,16,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wolf Swamp Road School
2017-2018,Total,2430110,Wollaston School,Public,243,Quincy,Total,Asthma,22,333.0,6.6,3.8,9.4,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wollaston School
2017-2018,Total,2460020,Wood End Elementary School,Public,246,Reading,Total,Asthma,12,290.0,4.1,1.8,6.4,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wood End Elementary School
2017-2018,Total,90350,Wood Hill Middle School,Public,9,Andover,Total,Asthma,41,411.0,10,6.9,13.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wood Hill Middle School
2017-2018,Total,1850090,Woodland,Public,185,Milford,Total,Asthma,109,965.0,11.3,9.2,13.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Woodland School
2017-2018,Total,3300015,Woodland,Public,333,Weston,Total,Asthma,28,278.0,10.1,6.4,13.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Woodland School
2017-2018,Total,3480030,Woodland Academy,Public,348,Worcester,Total,Asthma,93,606.0,15.3,12.2,18.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Woodland Academy
2017-2018,Total,7660010,Woodland School,Public,279,Southwick,Total,Asthma,31,301.0,10.3,6.7,13.9,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Woodland School
2017-2018,Total,1000055,Woodrow Wilson,Public,100,Framingham,Total,Asthma,51,566.0,9,6.5,11.5,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Woodville School
2017-2018,Total,350490,Woodrow Wilson Middle,Public,35,Boston,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Wood Hill Middle School
2017-2018,Total,10015,Woodsdale Elementary School,Public,1,Abington,Total,Asthma,51,319.0,16,11.6,20.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Woodsdale Elementary School
2017-2018,Total,1870805,Woodside Montessori Academy,Private,187,Millis,Total,Asthma,NS,91.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Woodside Montessori Academy
2017-2018,Total,3050015,Woodville School,Public,305,Wakefield,Total,Asthma,45,433.0,10.4,7.4,13.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Woodville School
