SCHOOLS_PT_SCHID,SCHOOLS_PT_NAME,SCHOOLS_PT_ADDRESS,SCHOOLS_PT_TOWN_MAIL,SCHOOLS_PT_TOWN,SCHOOLS_PT_ZIPCODE,SCHOOLS_PT_PHONE,SCHOOLS_PT_GRADES,SCHOOLS_PT_TYPE,SCHOOLS_PT_TYPE_DESC,SCHOOLS_PT_DIST_NAME,SCHOOLS_PT_DIST_CODE,SCHOOLS_PT_MA_ADDR_ID,SCHOOLS_PT_TYPE_DESC2,updated_csv_csv_School_Year,updated_csv_csv_Gender_Description,updated_csv_csv_School_Code,updated_csv_csv_School,updated_csv_csv_School_Type_Description,updated_csv_csv_Community_Code,updated_csv_csv_Community_Description,updated_csv_csv_Grade_Description,updated_csv_csv_Pediatric_Category_Description,updated_csv_csv_Student_Case_Count,updated_csv_csv_Student_Enrollment_Count,updated_csv_csv_Prevalence,updated_csv_csv_Lower_CI,updated_csv_csv_Upper_CI,updated_csv_csv_Statistical_Significance,updated_csv_csv_Stability,updated_csv_csv_State_Student_Case_Count,updated_csv_csv_State_Student_Enrollment_Count,updated_csv_csv_State_Prevalence,updated_csv_csv_State_Lower_CI,updated_csv_csv_State_Upper_CI,updated_csv_csv_matched_name,NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAR_FID,NEAREST_OPENSPACE,NEAR_FID_ROAD,NEAREST_ROAD
00350844,St. Columbkille Partnership School,25 Arlington Street,Brighton,BOSTON,02135,617-254-3110,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,35004777, ,2017-2018,Total,350844,St Columbkille Partnership School,Private,35,Boston,Total,Asthma,24,331.000000000000000,7.3,4.4,10.2,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,St. Columbkille Partnership School,54.4864464,0.0713310,18.2639732,23.5274105,13017,164.033517964155607,201083,29.109085817364587
00350257,Orchard Gardens K-8 School,906 Albany Street,Roxbury,BOSTON,02119,617-635-1656,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,Boston,00350000,35156108, ,2017-2018,Total,350257,Orchard Gardens,Public,35,Boston,Total,Asthma,158,852.000000000000000,18.5,15.6,21.4,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Orchard Gardens K-8 School,55.5024414,0.0720174,18.8300724,23.6449871,22062,71.757587612560627,217405,29.927931400883661
02010070,Irwin M. Jacobs Elementary School,47 Emery Street,New Bedford,NEW BEDFORD,02744,508-997-4511,"PK,K,01,02,03,04,05",ELE,Public Elementary,New Bedford,02010000,4324545, ,2017-2018,Total,2010070,Irwin M. Jacobs Elementary School,Public,201,New Bedford,Total,Asthma,65,303.000000000000000,21.5,16.3,26.7,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Irwin M. Jacobs Elementary School,76.2700577,0.0778031,13.4208651,23.8474159,23773,196.394133416325673,249483,29.236543230054483
02810366,Impact Prep at Chestnut,355 Plainfield Street,Springfield,SPRINGFIELD,01107,413-750-2333,"06,07,08",MID,Public Middle,Springfield,02810000,4187418, ,2017-2018,Total,2810366,Impact Prep at Chestnut,Public,281,Springfield,Total,Asthma,170,229.000000000000000,74.2,63,85.4,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Impact Prep at Chestnut,43.9056625,0.0713973,16.6728153,21.4159603,28726,48.005717011060867,401598,42.320641899940476
01820010,Mary K. Goode Elementary School,31 Mayflower Avenue,Middleborough,MIDDLEBOROUGH,02346,508-946-2045,"01,02,03,04,05",ELE,Public Elementary,Middleborough,01820000,2624109, ,2017-2018,Total,1820010,Mary K. Goode Elementary School,Public,182,Middleborough,Total,Asthma,68,592.000000000000000,11.5,8.8,14.2,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Mary K. Goode Elementary School,76.8360367,0.0775896,12.9768229,24.8181362,26748,0.000000000000000,542023,25.483421188479788
00820305,Duxbury Middle School,71 Alden Street,Duxbury,DUXBURY,02332,781-934-7640,"06,07,08",MID,Public Middle,Duxbury,00820000,3572011, ,2017-2018,Total,820305,Duxbury Middle,Public,82,Duxbury,Total,Asthma,59,743.000000000000000,7.9,5.9,9.9,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Duxbury Middle School,65.2132492,0.0799028,12.4619017,24.8074455,24778,31.864976904137798,527613,7.340863411344786
02930027,Elizabeth Pole School,215 Harris Street,Taunton,TAUNTON,02780,508-821-1260,"K,01,02,03,04",ELE,Public Elementary,Taunton,02930000,2678554, ,2017-2018,Total,2930027,Elizabeth Pole,Public,293,Taunton,Total,Asthma,75,622.000000000000000,12.1,9.4,14.8,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Elizabeth Pole School,78.6313705,0.0770337,13.4157352,24.7469215,40322,0.000000000000000,275320,44.781376363900684
00440421,Ashfield Middle School,225 Coe Road,Brockton,BROCKTON,02302,508-580-7268,"06,07,08",MID,Public Middle,Brockton,00440000,3267575, ,2017-2018,Total,440421,Ashfield Middle School,Public,44,Brockton,Total,Asthma,77,504.000000000000000,15.3,11.9,18.7,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Ashfield Middle School,71.3253098,0.0759431,14.0802221,23.9108810,47719,46.905317206777369,541743,21.849332467241702
00200045,West Villages Elementary School,760 Osterville-West Barnstable Road,Marstons Mills,BARNSTABLE,02648,508-420-1100,"K,01,02,03",ELE,Public Elementary,Barnstable,00200000,1243914, ,2017-2018,Total,200045,West Villages Elementary School,Public,20,Barnstable,Total,Asthma,42,431.000000000000000,9.7,6.8,12.6,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,West Villages Elementary School,,0.0810926,13.3000002,22.9340096,47695,39.376287065804512,529600,23.227533785334213
03260055,Rita E. Miller Elementary School,1 Mitchell Way,Westford,WESTFORD,01886,978-392-4476,"PK,K,01,02",ELE,Public Elementary,Westford,03260000,1477139, ,2017-2018,Total,3260055,Rita E. Miller Elementary School,Public,330,Westford,Total,Asthma,26,326.000000000000000,8,4.9,11.1,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Rita E. Miller Elementary School,35.1312370,0.0670507,15.1183634,22.7655430,34661,221.694075408225700,450784,45.727924554523902
02010405,Keith Middle School,225 Hathaway Blvd,New Bedford,NEW BEDFORD,02740,508-997-4511,"06,07,08",MID,Public Middle,New Bedford,02010000,4084338, ,2017-2018,Total,2010405,Keith Middle School,Public,201,New Bedford,Total,Asthma,202,892.000000000000000,22.6,19.5,25.7,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Keith Middle School,77.1498413,0.0776488,13.2003641,23.9065876,27880,134.264475376454840,261696,62.323434657214079
03260330,Stony Brook School,9 Farmer Way,Westford,WESTFORD,01886,978-692-2708,"06,07,08",MID,Public Middle,Westford,03260000,1474133, ,2017-2018,Total,3260330,Stony Brook School,Public,330,Westford,Total,Asthma,81,647.000000000000000,12.5,9.8,15.2,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Stony Brook School,36.2264366,0.0673867,15.3836517,22.7773037,34521,84.244523333726463,131208,84.970270595784910
01980805,Brandon School,27 Winter Street,Natick,NATICK,01760,508-655-6400,"01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved), , ,1669534, ,2017-2018,Total,2090035,Brayton,Public,209,North Adams,Total,Asthma,39,225.000000000000000,17.3,11.9,22.7,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Brandon School,55.2237320,0.0710139,17.3964195,23.3498497,41925,111.882401195587505,446114,29.703008849701277
02740111,East Somerville Community School,50 Cross Street,Somerville,SOMERVILLE,02145,617-625-6600,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,Somerville,02740000,3213747, ,2017-2018,Total,2740111,E Somerville Community,Public,274,Somerville,Total,Asthma,86,720.000000000000000,11.9,9.4,14.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,East Somerville Community School,51.4043388,0.0712320,17.0074387,23.5291653,12825,265.830992050020086,429770,59.390749791592249
00160050,Peter Thacher Elementary School,160 James Street,Attleboro,ATTLEBORO,02703,508-226-4162,"K,01,02,03,04",ELE,Public Elementary,Attleboro,00160000,4215120, ,2017-2018,Total,160050,Peter Thacher Elementary School,Public,16,Attleboro,Total,Asthma,53,420.000000000000000,12.6,9.2,16,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Peter Thacher Elementary School,74.7769394,0.0762960,14.1798429,24.4192562,47852,41.891512820454842,513885,44.653671954505519
03170815,Dana Hall School,45 Dana Road,Wellesley,WELLESLEY,02482,781-235-3010,"06,07,08,09,10,11,12",PRI,Private, , ,3011460, ,2017-2018,Total,3170815,Dana Hall,Private,317,Wellesley,Total,Asthma,10,131.000000000000000,7.6,2.9,12.3,Not statistically significantly different,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Dana Hall School,58.4372177,0.0716208,17.6106205,23.3439579,22545,283.164248006120772,223857,38.208820906626705
00950340,Stone PK-12 School,276 Maple Street,Fall River,FALL RIVER,02720,508-675-8405,"K,01,02,03,04,05,06,07,08,09,10,11,12",UNK,Public Unknown,Fall River,00950000,3950172, ,2017-2018,Total,950340,Stone PK-12 School,Public,95,Fall River,Total,Asthma,25,34.000000000000000,73.5,44.7,102.3,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Stone PK-12 School,82.0059967,0.0770634,13.3218956,24.5503559,1119,8.403171974001525,250531,37.692171138924323
01280075,Tilton School,70 Grove Street,Haverhill,HAVERHILL,01832,978-374-3475,"K,01,02,03,04",ELE,Public Elementary,Haverhill,01280000,2231046, ,2017-2018,Total,1280075,Tilton,Public,128,Haverhill,Total,Asthma,89,537.000000000000000,16.6,13.2,20,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Tilton School,28.9138088,0.0668686,13.3768501,22.7171059,48854,58.322067947522370,178483,34.788063426532844
02100810,Clarke School,45 Round Hill Road,Northampton,NORTHAMPTON,01060,413-588-2333,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved), , ,690309, ,2017-2018,Total,2910005,Clarke,Public,291,Swampscott,Total,Asthma,20,197.000000000000000,10.2,5.7,14.7,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Clarke School,39.2789536,0.0709281,19.1696453,21.7501621,53940,39.485106140190261,29194,31.777018916845190
04410505,Springfield International Charter School,160 Joan Street,Springfield,SPRINGFIELD,01129,413-783-2600,"K,01,02,03,04,05,06,07,08,09,10,11,12",CHA,Charter,Sabis International Charter,04410000,594157, ,2017-2018,Total,4410505,Sabis International Charter School,Charter,281,Springfield,Total,Asthma,245,1147.000000000000000,21.4,18.7,24.1,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Springfield International Charter School,41.9661636,0.0736016,15.7162704,20.6491146,29966,54.271190521629322,384480,45.554913600296430
03090305,Ware Middle School,239 West Street,Ware,WARE,01082,413-967-6903,"04,05,06",MID,Public Middle,Ware,03090000,4174999, ,2017-2018,Total,3090305,Ware Middle School,Public,309,Ware,Total,Asthma,44,335.000000000000000,13.1,9.2,17,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Ware Middle School,35.8420372,0.0748247,15.9384651,20.2542534,22043,67.331921254380688,371241,30.005339442283809
02710030,Oak Middle School,45 Oak Street,Shrewsbury,SHREWSBURY,01545,508-841-1200,"07,08",MID,Public Middle,Shrewsbury,02710000,1873976, ,2017-2018,Total,2710030,Oak Middle School,Public,271,Shrewsbury,Total,Asthma,128,1009.000000000000000,12.7,10.5,14.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Oak Middle School,47.4823723,0.0719004,15.4573669,21.9272995,47846,50.002798851647597,424563,30.078677323964339
02070810,Jackson School,200 Jackson Road,Newton,NEWTON,02458,617-969-1537,"K,01,02,03,04,05,06",PRI,Private, , ,4170921, ,2017-2018,Total,350013,Jackson Mann,Public,35,Boston,Total,Asthma,97,609.000000000000000,15.9,12.7,19.1,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Jackson School,53.9402542,0.0710550,18.0817413,23.5058861,39032,93.792655007336464,122682,37.050056503274483
07350310,Nissitissit Middle School,33 Chace Avenue,Pepperell,PEPPERELL,01463,978-743-1007,"05,06,07,08",MID,Public Middle,North Middlesex,07350000,1911383, ,2017-2018,Total,7350310,Nissitissit Middle School,Public,232,Pepperell,Total,Asthma,69,525.000000000000000,13.1,10,16.2,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Nissitissit Middle School,31.6021042,0.0677405,14.4565687,22.3663559,56516,12.492851275371265,422576,112.018543754466066
03480230,Tatnuck School,1083 Pleasant Street,Worcester,WORCESTER,01602,508-799-3554,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Worcester,03480000,1390984, ,2017-2018,Total,3480230,Tatnuck,Public,348,Worcester,Total,Asthma,22,364.000000000000000,6,3.5,8.5,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Tatnuck School,44.4491310,0.0720163,15.2395906,21.0208645,512,24.792087905831160,64483,45.906410553948454
01150805,Seven Hills School,22 Hillside Avenue,Groton,GROTON,01450,978-732-5253,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved), , ,1095305, ,2017-2018,Total,4860105,Seven Hills Charter School,Charter,348,Worcester,Total,Asthma,81,667.000000000000000,12.1,9.5,14.7,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Seven Hills School,33.9595261,0.0681953,14.9283075,22.0303478,20680,95.670467391750108,96254,45.129000370889294
02200015,F.A. Cleveland Elementary School,33 George Willett Parkway,Norwood,NORWOOD,02062,781-762-6522,"01,02,03,04,05",ELE,Public Elementary,Norwood,02200000,3100144, ,2017-2018,Total,2200015,F A Cleveland,Public,220,Norwood,Total,Asthma,60,328.000000000000000,18.3,13.7,22.9,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,F.A. Cleveland Elementary School,67.0843887,0.0733630,16.6623917,23.4021950,25572,27.172920563973705,249236,95.355035838936217
07780305,Quaboag Regional Middle Innovation School,284 Old West Brookfield Road,Warren,WARREN,01083,413-436-5991,"07,08",MID,Public Middle,Quaboag,07780000,999165, ,2017-2018,Total,7780305,Quaboag Regional Middle Innovation School,Public,311,Warren,Total,Asthma,55,236.000000000000000,23.3,17.1,29.5,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Quaboag Regional Middle Innovation School,37.2016335,0.0746164,15.7994633,20.3100510,50992,75.525811969244401,428907,68.446134055940732
02140820,Whitinsville Christian School,279 Linwood Avenue,Whitinsville,NORTHBRIDGE,01588,508-372-3246,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",PRI,Private, , ,1921060, ,2017-2018,Total,2140820,Whitinsville Christian,Private,216,Northbridge,Total,Asthma,28,330.000000000000000,8.5,5.4,11.6,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Whitinsville Christian School,57.4790649,0.0731311,15.2425709,22.2219410,16744,68.934511053007085,72253,123.374295742773214
00460045,John D Runkle School,50 Druce Street,Brookline,BROOKLINE,02445,617-879-4650,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,Brookline,00460000,3320724, ,2017-2018,Total,460045,John D Runkle,Public,46,Brookline,Total,Asthma,40,612.000000000000000,6.5,4.5,8.5,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,John D Runkle School,56.0420876,0.0716788,18.5391235,23.5301704,25117,40.165077932016118,248927,38.923578493324612
04160305,Boston Preparatory Charter Public School,885 River Street,Hyde Park,BOSTON,02136,617-333-6688,"06,07,08,09,10,11,12",CHA,Charter,Boston Preparatory Charter,04160000,35077096, ,2017-2018,Total,4160305,Boston Preparatory Charter Public School,Charter,35,Boston,Total,Asthma,43,200.000000000000000,21.5,15.1,27.9,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Boston Preparatory Charter Public School,62.6803474,0.0727463,17.6348362,23.3723030,53019,83.451654112140560,221510,39.627548349571072
00350166,John F Kennedy School,7 Bolster Street,Jamaica Plain,BOSTON,02130,617-635-8127,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Boston,00350000,35157141, ,2017-2018,Total,310012,John F Kennedy,Public,31,Billerica,Total,Asthma,39,313.000000000000000,12.5,8.6,16.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,John F Kennedy School,56.9331627,0.0720304,18.7694225,23.5541553,25529,95.557889937503035,196908,23.221145429513953
01750005,Dale Street School,45 Adams Street,Medfield,MEDFIELD,02052,508-359-5538,"04,05",ELE,Public Elementary,Medfield,01750000,2563089, ,2017-2018,Total,1750005,Dale Street,Public,175,Medfield,Total,Asthma,34,365.000000000000000,9.3,6.2,12.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Dale Street School,63.9644814,0.0728106,16.7610607,23.3399029,440,24.265467048594246,230351,39.746189857027339
04970205,Pioneer Valley Chinese Immersion Charter School,317 Russell Street,Hadley,HADLEY,01035,413-582-7040,"K,01,02,03,04,05,06,07,08,09,10,11,12",CHA,Charter,Pioneer Valley Chinese Immersion Charter(District),04970000,249002, ,2017-2018,Total,4970205,Pioneer Valley Chinese Immersion Charter School,Charter,117,Hadley,Total,Asthma,19,418.000000000000000,4.5,2.5,6.5,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Pioneer Valley Chinese Immersion Charter School,37.6754608,0.0715025,17.4232960,21.7663898,56686,125.013109213863942,26303,108.742912108130923
01700805,Hillside School,404 Robin Hill Road,Marlborough,MARLBOROUGH,01752,508-303-5704,"05,06,07,08,09",PRI,Private, , ,1612762, ,2017-2018,Total,1700805,Hillside,Private,170,Marlborough,Total,Asthma,8,114.000000000000000,7,2.1,11.9,Not statistically significantly different,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Hillside School,47.1827888,0.0710159,16.0127735,22.1525097,30569,853.106303414104900,149827,166.514710949779243
01970010,Cyrus Peirce Middle School,10 Surfside Road,Nantucket,NANTUCKET,02554,508-228-7283,"06,07,08",MID,Public Middle,Nantucket,01970000,2638308, ,2017-2018,Total,1970010,Cyrus Peirce,Public,197,Nantucket,Total,Asthma,38,348.000000000000000,10.9,7.4,14.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Cyrus Peirce Middle School,,,,,2525,83.658080171968194,362835,83.769470960659632
